Id,SalePrice
1461,128280.27
1462,160428.36
1463,184059.67
1464,192260.38
1465,191094.27
1466,178260.86
1467,176668.92
1468,168097.5
1469,177350.48
1470,121667.72
1471,214433.34
1472,90215.33
1473,101817.11
1474,148401.3
1475,121177.09
1476,405674.3
1477,257128.55
1478,290948.28
1479,281373.94
1480,493673.25
1481,315237.03
1482,205291.06
1483,184139.61
1484,171030.48
1485,173929.55
1486,199572.86
1487,333023.38
1488,223256.02
1489,211502.19
1490,221104.12
1491,184721.9
1492,91622.41
1493,180006.84
1494,296484.9
1495,284092.53
1496,235439.47
1497,186731.61
1498,156725.34
1499,156138.61
1500,160189.22
1501,171416.3
1502,151952.69
1503,324325.56
1504,243573.47
1505,229763.3
1506,188780.39
1507,258006.16
1508,194017.78
1509,165282.02
1510,150550.56
1511,145725.72
1512,166336.02
1513,141975.2
1514,174653.28
1515,208689.23
1516,155337.5
1517,161836.0
1518,132365.92
1519,227354.67
1520,138087.25
1521,142711.33
1522,171334.73
1523,110810.38
1524,119271.18
1525,123101.26
1526,116833.96
1527,106794.86
1528,130203.734
1529,150222.34
1530,165266.89
1531,111152.59
1532,105482.17
1533,147762.12
1534,119993.016
1535,151769.86
1536,106305.95
1537,80260.69
1538,158187.03
1539,192685.47
1540,99568.09
1541,143799.97
1542,141844.98
1543,217572.62
1544,84067.984
1545,113402.875
1546,135092.31
1547,141650.84
1548,135218.77
1549,118288.516
1550,143726.94
1551,112200.72
1552,134764.8
1553,148893.48
1554,118614.33
1555,175168.95
1556,91252.12
1557,107983.484
1558,96506.62
1559,103548.62
1560,138036.62
1561,153343.39
1562,124425.414
1563,118026.05
1564,155662.27
1565,151388.25
1566,229746.86
1567,74130.78
1568,224469.33
1569,148016.53
1570,140305.33
1571,127098.06
1572,152764.92
1573,251473.78
1574,113253.49
1575,214264.75
1576,251965.92
1577,195716.17
1578,143717.06
1579,149652.97
1580,193627.33
1581,154336.08
1582,126736.69
1583,336609.88
1584,237252.75
1585,139915.2
1586,72849.08
1587,102040.59
1588,151705.66
1589,96060.695
1590,136513.02
1591,92541.12
1592,122160.93
1593,126438.41
1594,142292.14
1595,115494.63
1596,221991.44
1597,178762.3
1598,187809.61
1599,181027.33
1600,182056.39
1601,64978.117
1602,112977.56
1603,91192.62
1604,275186.16
1605,251475.3
1606,173074.39
1607,167147.6
1608,217603.84
1609,195527.45
1610,167501.53
1611,140023.58
1612,166075.55
1613,170588.72
1614,120700.42
1615,90447.32
1616,76547.555
1617,87012.87
1618,125830.21
1619,140829.72
1620,169206.9
1621,138866.36
1622,136574.9
1623,281989.06
1624,224905.02
1625,123903.48
1626,165515.14
1627,192880.0
1628,272753.28
1629,180236.84
1630,398351.5
1631,209355.6
1632,234471.22
1633,172895.89
1634,189919.08
1635,183688.31
1636,161206.53
1637,184578.95
1638,188647.8
1639,178407.08
1640,252685.27
1641,183375.28
1642,231422.0
1643,224630.56
1644,236494.1
1645,189664.7
1646,158032.42
1647,155534.28
1648,134017.53
1649,141878.53
1650,112525.59
1651,119142.336
1652,92064.625
1653,96525.33
1654,151304.22
1655,144913.7
1656,143785.83
1657,153490.9
1658,148670.9
1659,126156.766
1660,156412.44
1661,457500.25
1662,392076.38
1663,394132.7
1664,502238.06
1665,314267.75
1666,322441.66
1667,380698.34
1668,335575.75
1669,295587.44
1670,352160.25
1671,264246.1
1672,482103.56
1673,314233.47
1674,245395.84
1675,199548.5
1676,196459.89
1677,226678.48
1678,501146.9
1679,407639.72
1680,349119.84
1681,248053.28
1682,295707.8
1683,174769.44
1684,166242.97
1685,172527.64
1686,164038.73
1687,164098.06
1688,187523.11
1689,195994.05
1690,190088.2
1691,179637.39
1692,269348.7
1693,166481.19
1694,184751.84
1695,168025.3
1696,281241.38
1697,172112.8
1698,347952.62
1699,317156.16
1700,251373.44
1701,256245.56
1702,255363.62
1703,257542.44
1704,298726.3
1705,236134.9
1706,481309.38
1707,225985.0
1708,221621.45
1709,276952.5
1710,229383.36
1711,277199.53
1712,257461.34
1713,278027.78
1714,215907.39
1715,208319.39
1716,192619.03
1717,169329.39
1718,134323.66
1719,198293.4
1720,239508.89
1721,167765.22
1722,125271.64
1723,151244.27
1724,208932.44
1725,235344.28
1726,196896.03
1727,170735.47
1728,182062.67
1729,163498.55
1730,165517.34
1731,118313.48
1732,130368.664
1733,119127.61
1734,124132.57
1735,132026.64
1736,113630.2
1737,342600.62
1738,212536.45
1739,273012.38
1740,233442.53
1741,192593.6
1742,171686.4
1743,174234.66
1744,285948.16
1745,229704.48
1746,209178.33
1747,209697.12
1748,235215.25
1749,155594.16
1750,129718.02
1751,227357.62
1752,110799.43
1753,141803.2
1754,192309.7
1755,171510.0
1756,130954.71
1757,122441.7
1758,156649.06
1759,164169.02
1760,166455.44
1761,136425.56
1762,176765.48
1763,175718.98
1764,116815.27
1765,167009.23
1766,171743.08
1767,205163.42
1768,143232.38
1769,166916.64
1770,148030.92
1771,128383.55
1772,133608.4
1773,135612.38
1774,118651.69
1775,138687.11
1776,121376.586
1777,115608.9
1778,135926.4
1779,116651.66
1780,173066.64
1781,130261.86
1782,92944.26
1783,135016.28
1784,109631.8
1785,120209.43
1786,134510.34
1787,162745.88
1788,62373.305
1789,101059.8
1790,74528.09
1791,189081.72
1792,156194.77
1793,138384.12
1794,148053.47
1795,131801.77
1796,132389.45
1797,121274.16
1798,127665.05
1799,110447.47
1800,128418.1
1801,123799.625
1802,134748.31
1803,145593.19
1804,142542.81
1805,136803.48
1806,117320.19
1807,127520.055
1808,119113.62
1809,126350.2
1810,153725.23
1811,105834.805
1812,99746.05
1813,122441.53
1814,91643.84
1815,55357.938
1816,96118.74
1817,122899.97
1818,146766.38
1819,117944.02
1820,62681.625
1821,111092.61
1822,152520.08
1823,47252.043
1824,152034.33
1825,139430.19
1826,104343.66
1827,106928.164
1828,147957.22
1829,118486.03
1830,141861.14
1831,146246.64
1832,84008.38
1833,147030.8
1834,121263.31
1835,128836.56
1836,131810.17
1837,88135.31
1838,120194.22
1839,89675.9
1840,177364.02
1841,151011.53
1842,89552.47
1843,130030.305
1844,135532.16
1845,147582.27
1846,161971.98
1847,174182.66
1848,53370.297
1849,108067.586
1850,121924.01
1851,163055.42
1852,127465.64
1853,137814.0
1854,164909.69
1855,151657.88
1856,221561.73
1857,160337.28
1858,139872.3
1859,116649.92
1860,150837.67
1861,119129.93
1862,299286.66
1863,294218.56
1864,294218.56
1865,340123.84
1866,348357.44
1867,231209.12
1868,307337.06
1869,209708.05
1870,246273.61
1871,244431.36
1872,166351.34
1873,229642.6
1874,145195.84
1875,205478.05
1876,198365.42
1877,214792.27
1878,201808.22
1879,137361.27
1880,134562.69
1881,244729.56
1882,247972.97
1883,197645.16
1884,207842.7
1885,252187.81
1886,296703.2
1887,207543.69
1888,279433.97
1889,162903.14
1890,128628.44
1891,143582.27
1892,98957.95
1893,131380.8
1894,121681.76
1895,137585.34
1896,129308.984
1897,121066.74
1898,111533.6
1899,151431.03
1900,146486.05
1901,174062.66
1902,140259.1
1903,211766.45
1904,142353.25
1905,198218.56
1906,171252.78
1907,205239.55
1908,115811.81
1909,136410.11
1910,124668.56
1911,199650.6
1912,305152.06
1913,146243.39
1914,61675.426
1915,333493.5
1916,69635.305
1917,253873.23
1918,143177.97
1919,167537.36
1920,152075.86
1921,451027.12
1922,329009.06
1923,216366.19
1924,223096.55
1925,213236.52
1926,408929.9
1927,137134.53
1928,152824.61
1929,122077.19
1930,141488.88
1931,140751.89
1932,143469.84
1933,182015.5
1934,183644.33
1935,176343.92
1936,190331.11
1937,180762.34
1938,174289.83
1939,240678.42
1940,190855.39
1941,175389.81
1942,188524.3
1943,204982.92
1944,331344.56
1945,389384.7
1946,158178.48
1947,342085.28
1948,166654.56
1949,234744.84
1950,179363.0
1951,257839.98
1952,213836.9
1953,170531.53
1954,186215.06
1955,133177.88
1956,276541.1
1957,159938.66
1958,314065.9
1959,137722.17
1960,108111.49
1961,114387.375
1962,94525.4
1963,101583.734
1964,114729.16
1965,148167.92
1966,139702.64
1967,309554.97
1968,457608.84
1969,391341.2
1970,433383.34
1971,453357.6
1972,359555.06
1973,269390.47
1974,326897.97
1975,500364.28
1976,280500.03
1977,359260.88
1978,364226.12
1979,321163.0
1980,192463.52
1981,346817.16
1982,243017.92
1983,214510.2
1984,149801.77
1985,228577.5
1986,231702.94
1987,175982.11
1988,179384.67
1989,195101.86
1990,225051.8
1991,250838.2
1992,214701.39
1993,167193.8
1994,229881.8
1995,180715.94
1996,247250.98
1997,299775.47
1998,332283.78
1999,275693.8
2000,303356.72
2001,278353.7
2002,245455.31
2003,251176.58
2004,279379.4
2005,227525.12
2006,238379.86
2007,257533.47
2008,216474.25
2009,197241.94
2010,189453.52
2011,140405.16
2012,182947.33
2013,187437.44
2014,185120.95
2015,191758.3
2016,203048.22
2017,200848.38
2018,125713.62
2019,132859.06
2020,108735.39
2021,112263.805
2022,180813.22
2023,139517.89
2024,256979.92
2025,347082.1
2026,172174.69
2027,154964.23
2028,148299.11
2029,166751.58
2030,263325.78
2031,232413.0
2032,253289.77
2033,251621.58
2034,163604.81
2035,214277.47
2036,188969.58
2037,194088.78
2038,306046.0
2039,214713.55
2040,316018.53
2041,268260.84
2042,203520.1
2043,162582.5
2044,162132.31
2045,203530.06
2046,135415.05
2047,150118.83
2048,136944.34
2049,133731.73
2050,179854.8
2051,110180.695
2052,130935.48
